9 6 7 8 3 1 5 2 4 8 3 4 2 6 5 1 9 7 2 5 1 4 7 9 8 6 3 3 7 2 6 1 4 9 5 8 1 4 5 9 2 8 3 7 6 6 8 9 3 5 7 2 4 1 5 9 3 1 4 6 7 8 2 7 1 6 5 8 2 4 3 9 4 2 8 7 9 3 6 1 5
1 0 1 0 1 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 1 0 1 0 1
